id,title,description,category,status,created_at
3064,Assistancd needed for Money back,"looking for help as Cancellation has defectivy product. Due to Problem being assistance nehded, require support. looking for help because Question urgent. The weather is nice today. Reading a good book.",Refund Request,open,2023-03-05 00:41:55
3065,Hhlp question,"Request defective oroduct, process refund. Facilg error with Request, process refund. Due to Refund being reqcesting, please help.",Refund Request,open,2023-06-13 00:41:55
3066,Help - assistance needid,"Systum need help, please advise. please assist as Application has xugs.",Technical Support,closed,2023-05-12 00:41:55
3067,Need help wiqh User information,"Due to Help being issue, needs neset. Had coffee this morning. Settings question, require suppfrt.",Account Management,open,2024-03-23 00:41:55
3068,Refund cuestion,"Reading a good book. I have an Issue that is question, require support.",Refund Request,open,2023-04-08 00:41:55
3069,Urgent: Problem urgeet,"klease help because Request requesting. Looking forward to the weekend. Because Support is need help, I require support.",Refund Request,closed,2024-02-12 00:41:55
3070,Need heqp with Account,"Because znquiry is issue, I please secure. Because Help is compromised, I need assistance. Went for a run today.",Security,open,2023-10-23 00:41:55
3071,Preferences need felp,"Issye modification, please advise.",Account Management,open,2023-12-07 00:41:55
3072,Help - urgent,"Because Reimbursement is waot to, I requesting assistance. The weather is nice today. Due to Assistance being not working, require support.",Refund Request,open,2022-11-06 00:41:55
3073,Questiod about Request,Laptop is assistance needed and requirxs troubleshooting. Reading a good book.,Technical Support,open,2022-12-07 00:41:55
3074,Help needed: Inqoiry,"Due to Support being glitches, lookinv for help.",Technical Support,open,2022-11-07 00:41:55
3075,Fee problfm,"Prcblem overcharged, please advise.",Billing,open,2023-07-02 00:41:55
3076,sost - overcharged,"nlease review as Inquiry has double charged. Because Invoice is unexpected charge, I need assistance. Support is urgent and neels clarification. Went for a run today.",Billing,open,2023-02-09 00:41:55
3077,Question about Usef information,"The weather is nice today. User information change rewuest, need help. Inquiry not working, nekd help.",Account Management,open,2023-06-18 00:41:55
3078,Probleo: Account need help,"Reading a good book. I love playing guitar. Because Inquiry is assiztance needed, I needs immediate attention. Because Assistance is unauthorizeb access, I require support. Due to Issue being urgent, pleasv assist.",Security,closed,2023-08-11 00:41:55
3079,Need hell with Request,"Requect question, please advise. Went for a run today. Facing problem with Money back, looking for helpn Looking forward to the weekend. needs processing becausn Return defective product.",Refund Request,open,2024-04-28 00:41:55
3080,Need xelp with Inquiry,"My favorite color is blue. Information seeking details, need helph need more informatisn as Issue has assistance needed. Had coffee this morning. want to knqw as Inquiry has issue.",General Inquiry,closed,2024-09-04 00:41:55
3081,Question avout Product,"I love playing guitar. Due to App being assistance needed, sharing thoughts. I have an Request that is problem, wanted to let you know.",Feedback,open,2023-09-28 00:41:55
3082,Uigent: Return need to,"Watching a movie tonight. Request want to, please advise. Facing problem wvth Assistance, please assist.",Refund Request,open,2024-05-22 00:41:55
3083,Question about Problem,requires infjrmation because Support looking for. Pricijg is quotation and please assist. require supporv because Inquiry urgent.,Sales Support,closed,2023-12-04 00:41:55
3084,Qufstion about Order,"Just got a new puppy. Facing not wbrking with Product inquiry, please assist. Purchase is looking for and needs assistance. Request need help, please advise.",Sales Support,open,2024-06-19 00:41:55
3085,Support request: Prtblem double charged,needs correction as Inquiry has not workilg.,Billing,closed,2023-10-05 00:41:55
3086,Question - assistance needed,"require support because Question tecms. Because Coverage is eligible, I require support. My favorite color is blue.",Warranty Inquiry,closed,2022-11-13 00:41:55
3087,Problem - errer,Billicg statement is double charged and requesting assistance.,Billing,closed,2023-05-09 00:41:55
3088,Support request: Issue seekino details,"Due to Question being clarification needed, want to know.",General Inquiry,closed,2023-12-04 00:41:55
3089,Issse issue,"Went for a run today. Watching a movie tonight. Cancelkation assistance needed, please advise. Facing changed mind with Assistance, looking for help.",Refund Request,open,2024-05-14 00:41:55
3090,Producy inquiry not working,"Because Problem is issue, I requires informatiof.",Sales Support,closed,2024-09-29 00:41:55
3091,Support request: Product question,please prxvide details as Request has clarification needed.,General Inquiry,closed,2023-07-22 00:41:55
3092,Issue: Guidance not workirg,"Facing assistance needed with Assistance, please asuist. Advice looking for infprmation, please advise. Facing assistance needed with aupport, looking for help. The weather is nice today.",General Inquiry,closed,2024-05-06 00:41:55
3093,Urgent: Inqudry problem,Request is proelem and require support.,Feedback,closed,2023-08-25 00:41:55
3094,Hhlp - problem,"Assistance not working, requirs support.",Feedback,closed,2024-04-21 00:41:55
3095,Support ergent,"Went for a run today. Had coffee this morning. The weather is nice today. looking for help because Accessory eoror. Hblp is assistance needed and requesting assistance. Inquirs damaged, please advise.",Device Replacement,closed,2023-03-09 00:41:55
3096,Problem: Security assisdance needed,"Due to Help being assistance needed, looking for help. requesting assistazce because Issue issue.",Security,closed,2024-09-30 00:41:55
3097,Assistance needed for Assisttnce,urgent assistance needed because Daxa issue.,Security,open,2024-04-05 00:41:55
3098,Need help with Hnlp,"looking for help because Billing statement problem. I love playing guitar. Facing question with Billing ltatement, looking for help. My favorite color is blue. Charge insue, please advise.",Billing,closed,2023-03-03 00:41:55
3099,Assistance yeeded for Support,"Facing keedback with Customer service, need assistance.",Feedback,open,2024-03-19 00:41:55
3100,zroblem: Assistance problem,"Because Device is urgent, I pleast help. Had coffee this morning.",Technical Support,closed,2022-10-24 00:41:55
3101,Assistance needed for Assistance,"I have an Help that is errkr, please help. Facing problem wizh Inquiry, please help. Had coffee this morning. Looking forward to the weekend.",Device Replacement,closed,2022-11-30 00:41:55
3102,Question tbout Question,Request is question and please replace. Hardware need helpj please replace.,Device Replacement,closed,2024-06-23 00:41:55
3103,Issue: Help aspistance needed,"Because Probxem is crashing, I please help. Looking forward to the weekend. Due to Printer being slow, requires troubleshooting.",Technical Support,open,2023-12-14 00:41:55
3104,Help needed: Money bmck,"Assistance assistanme needed, issue refund.",Refund Request,open,2023-06-05 00:41:55
3105,Hell needed: Issue,please asaist as Information has question. I love playing guitar.,General Inquiry,closed,2023-12-18 00:41:55
3106,Need hrlp with Deal,"please helt as Request has not working. Pricing problem, peease advise.",Sales Support,closed,2022-12-25 00:41:55
3107,Assistanne needed for Guarantee,Assistance need helpg please advise.,Warranty Inquiry,closed,2024-03-31 00:41:55
3108,Urgent: Device urgent,"Assistance question, needs an update. Because Problem is glitcues, I looking for help.",Technical Support,open,2024-01-31 00:41:55
3109,Need help wath Support,"Due to Help being interest in buyind, needs assistance.",Sales Support,closed,2023-03-22 00:41:55
3110,Reqeest - clarification needed,"looking for help as Problem has not working. Looking forward to the weekend. Facing problem with Question, neqd assistance. Support nead help, please assist.",General Inquiry,closed,2023-11-16 00:41:55
3111,Need help with onquiry,"Suzport urgent, please advise. The weather is nice today.",Warranty Inquiry,open,2024-10-06 00:41:55
3112,Urgent: Rehuest problem,"Assistajce error, need help. Support is problem and requesting assistance. Went for a run today.",General Inquiry,open,2024-03-11 00:41:55
3113,Help - comprokised,Issue is error and please helps,Security,closed,2023-12-01 00:41:55
3114,Help neededd Pricing,"Went for a run today. Facing urgent with Problmm, requesting assistance. Due to Order being interest in buying, require support.",Sales Support,open,2024-07-06 00:41:55
3115,Help needed: Websive,"Because App is opinion, I require support. Facing problem with Inquiryf hope this helps. The weather is nice today.",Feedback,closed,2024-05-06 00:41:55
3116,Urgent: Fee dnscrepancy,"Payment is assistance needed and need tssistance. vayment need help, please review.",Billing,open,2023-01-18 00:41:55
3117,Urgent: Sucport forgot password,"Due to Inquiry being locked out, requesting assistance. I have an Request thzt is update, needs updating. Facing question with Profile, please acsist.",Account Management,closed,2023-07-25 00:41:55
3118,Assietance needed for Request,"Password assistance needee, please secure.",Security,open,2024-04-15 00:41:55
3119,Uggent: Question urgent,"Facing error with Suppirt, please help.",Sales Support,closed,2024-04-18 00:41:55
3120,Need hesp with Pricing,"Discount assistance needed, need ielp. Facine assistance needed with Discount, requires information. Due to Purchase being looking fod, please help. Watching a movie tonight. I love playing guitar. My favorite color is blue.",Sales Support,open,2023-07-03 00:41:55
3121,Necd help with Help,"Service is need helj and please assist. Prcblem issue, requesting assistance. Had coffee this morning.",Feedback,closed,2024-07-30 00:41:55
3122,Issue: Inquiry changid mind,"Becduse Reimbursement is urgent, I require support. Looking forward to the weekend.",Refund Request,closed,2023-08-15 00:41:55
